DTRI_ID	TF_Symbol_Human	Target_Symbol_Human	TF_Entrez_ID_Human	Target_Entrez_ID_Human	Databases
tri_1003	POU5F1	MALAT1	5460	378938	Current
tri_1004	POU5F1	MIR302A	5460	407028	Current
tri_1001	POU5F1	NEAT1	5460	283131	Current
tri_1007	POU5F1	PDGFRA	5460	5156	Current
tri_1012	POU5F1	SALL4	5460	57167	Current
tri_0988	POU5F1	SRA1	5460	10011	Current
tri_1018	POU5F1	TET1	5460	80312	Current
tri_1010	POU5F1	TUG1	5460	55000	Current
tri_1014	POU5F1	UCA1	5460	652995	Current
tri_1021	POU5F1	ZSCAN10	5460	84891	Current
tri_1460	PTTG1	PTTG1	9232	9232	Current
tri_0328	RCOR1	BDNF	23186	627	Current
tri_1048	REST	HTR1A	5978	3350	Current
tri_1058	REST	INA	5978	9118	Current
tri_1051	REST	NEFH	5978	4744	Current
tri_1044	REST	Nefm	5978	18040	Current
tri_1052	REST	NTRK3	5978	4916	Current
tri_1059	RNF2	MEIS1	6045	4211	Current
tri_1062	RPE65	MEF2C	6121	4208	Current
tri_1442	RUNX1	BLK	861	640	Current
tri_1450	RUNX1	CD2	861	914	Current
tri_1441	RUNX1	CELA2A	861	63036	Current
tri_1445	RUNX1	CLDN5	861	7122	Current
tri_1417	RUNX1	CTLA4	861	1493	Current
tri_1418	RUNX1	EYA4	861	2070	Current
tri_1422	RUNX1	HTR2C	861	3358	Current
tri_1425	RUNX1	IGLL1	861	3543	Current
tri_1410	RUNX1	IGLL5	861	100423062	Current
tri_1419	RUNX1	IKZF3	861	22806	Current
tri_1427	RUNX1	IL2RA	861	3559	Current
tri_1428	RUNX1	IL7R	861	3575	Current
tri_1429	RUNX1	LIFR	861	3977	Current
tri_1434	RUNX1	MYH9	861	4627	Current
tri_1435	RUNX1	NFE2	861	4778	Current
tri_1411	RUNX1	OCLN	861	100506658	Current
tri_1447	RUNX1	RSPO3	861	84870	Current
tri_1439	RUNX1	SERPINB13	861	5275	Current
tri_1449	RUNX1	SOCS3	861	9021	Current
tri_1415	RUNX1	SOCS4	861	122809	Current
tri_1444	RUNX1	TJP1	861	7082	Current
tri_1448	RUNX1	TNFRSF18	861	8784	Current
tri_1446	RUNX1	VPREB1	861	7441	Current
tri_1063	SALL1	POU5F1	6299	5460	Current
tri_1033	SALL4	RUNX1	57167	861	Current
tri_1031	SALL4	SOX17	57167	64321	Current
tri_1032	SALL4	SOX2	57167	6657	Current
tri_1064	SATB1	MAF	6304	4094	Current
tri_0345	SATB2	AXIN2	23314	8313	Current
tri_0339	SATB2	BCL11B	23314	64919	Current
tri_0337	SATB2	BCL2	23314	596	Current
tri_0330	SATB2	CD24	23314	100133941	Current
tri_0347	SATB2	CD44	23314	960	Current
tri_0348	SATB2	CDH1	23314	999	Current
tri_0329	SATB2	CDH2	23314	1000	Current
tri_0332	SATB2	DCC	23314	1630	Current
tri_0331	SATB2	Ighm	23314	16019	Current
tri_0335	SATB2	LEF1	23314	51176	Current
tri_0333	SATB2	MEIS2	23314	4212	Current
tri_0334	SATB2	MYC	23314	4609	Current
tri_0344	SATB2	NANOG	23314	79923	Current
tri_0338	SATB2	PERP	23314	64065	Current
tri_0336	SATB2	POU5F1	23314	5460	Current
tri_0346	SATB2	PROM1	23314	8842	Current
tri_0342	SATB2	SNAI1	23314	6615	Current
tri_0341	SATB2	SNAI2	23314	6591	Current
tri_0343	SATB2	ZEB1	23314	6935	Current
tri_0965	SERPINF1	HES1	5176	3280	Current
tri_0966	SERPINF1	HES5	5176	388585	Current
tri_1085	SHH	CCND1	6469	595	Current
tri_1082	SHH	NKX2-2	6469	4821	Current
tri_1083	SHH	NKX6-1	6469	4825	Current
tri_1084	SHH	PVR	6469	5817	Current
tri_0353	SIRT1	PPARGC1A	23411	10891	Current
tri_0354	SIRT1	UCP3	23411	7352	Current
tri_1098	SKP2	RHOA	6502	387	Current
tri_1102	SMARCB1	GLI1	6598	2735	Current
tri_1103	SMARCB1	PTCH1	6598	5727	Current
tri_1104	SMARCD3	SGCA	6604	6442	Current
tri_1105	SMO	GLI1	6608	2735	Current
tri_1100	SNAI2	SOX9	6591	6662	Current
tri_1132	SOX2	BDNF	6657	627	Current
tri_1146	SOX2	CCNE1	6657	898	Current
tri_1107	SOX2	CDKN1A	6657	1026	Current
tri_1114	SOX2	FABP7	6657	2173	Current
tri_1125	SOX2	GADD45B	6657	4616	Current
tri_1116	SOX2	GATA6	6657	2627	Current
tri_1117	SOX2	GFAP	6657	2670	Current
tri_1118	SOX2	GLI2	6657	2736	Current
tri_1122	SOX2	HES5	6657	388585	Current
tri_1123	SOX2	MIR302A	6657	407028	Current
tri_1133	SOX2	NEUROG2	6657	63973	Current
tri_1112	SOX2	NR0B1	6657	190	Current
tri_1121	SOX2	RBPJ	6657	3516	Current
tri_1110	SOX2	SOX21	6657	11166	Current
tri_1129	SOX2	TRIM33	6657	51592	Current
tri_1140	SOX2	TULP3	6657	7289	Current
tri_1141	SOX2	TWIST1	6657	7291	Current
tri_0568	SOX2-OT	SOX2	347689	6657	Current
tri_1147	SOX5	RUNX2	6660	860	Current
tri_1175	SOX9	BHLHE40	6662	8553	Current
tri_1168	SOX9	BMI1	6662	648	Current
tri_1171	SOX9	BTN1A1	6662	696	Current
tri_1155	SOX9	FOS	6662	2353	Current
tri_1150	SOX9	GJB6	6662	10804	Current
tri_1177	SOX9	HAND2	6662	9464	Current
tri_1158	SOX9	JUNB	6662	3726	Current
tri_1162	SOX9	LEF1	6662	51176	Current
tri_1154	SOX9	MECOM	6662	2122	Current
tri_1159	SOX9	Mir140	6662	387158	Current
tri_1160	SOX9	NFIA	6662	4774	Current
tri_1164	SOX9	PITX2	6662	5308	Current
tri_1165	SOX9	PRELP	6662	5549	Current
tri_1170	SOX9	SOX4	6662	6659	Current
tri_1166	SOX9	TBX20	6662	57057	Current
tri_1172	SOX9	TWIST1	6662	7291	Current
tri_1181	SP1	HHEX	6667	3087	Current
tri_1187	SP3	HHEX	6670	3087	Current
tri_1188	SP3	NECTIN2	6670	5819	Current
tri_1189	SPI1	EBF1	6688	1879	Current
tri_1191	SPI1	NR1I2	6688	8856	Current
tri_1401	SPOP	COL1A1	8405	1277	Current
tri_1402	SPOP	GLI3	8405	2737	Current
tri_1403	SPOP	PTCH1	8405	5727	Current
tri_1404	SPOP	PTHLH	8405	5744	Current
tri_1400	SPOP	SP7	8405	121340	Current
tri_1193	SREBF2	ABCA3	6721	21	Current
tri_1198	SRF	ANK1	6722	286	Current
tri_1199	SRF	CCN1	6722	3491	Current
tri_1196	SRF	EGR3	6722	1960	Current
tri_1197	SRF	FOSB	6722	2354	Current
tri_1207	SRF	ZC3H12A	6722	80149	Current
tri_1208	STAT1	GPR146	6772	115330	Current
tri_1218	STAT3	ADM	6774	133	Current
tri_1231	STAT3	ANXA1	6774	301	Current
tri_1215	STAT3	CDH4	6774	1002	Current
tri_1227	STAT3	FOXM1	6774	2305	Current
tri_1245	STAT3	HMGA2	6774	8091	Current
tri_1232	STAT3	IGFBP2	6774	3485	Current
tri_1228	STAT3	KDM6B	6774	23135	Current
tri_1237	STAT3	PLK1	6774	5347	Current
tri_1238	STAT3	POLR2H	6774	5437	Current
tri_1240	STAT3	RB1	6774	5925	Current
tri_1233	STAT3	RHOH	6774	399	Current
tri_1241	STAT3	S100A9	6774	6280	Current
tri_1242	STAT3	SKP2	6774	6502	Current
tri_1219	STAT3	STK35	6774	140901	Current
tri_1243	STAT3	TCF7L2	6774	6934	Current
tri_1229	STAT3	TMEFF2	6774	23671	Current
tri_1226	STAT3	TPX2	6774	22974	Current
tri_1230	STAT3	WWTR1	6774	25937	Current
tri_1248	STAT5A	EBF1	6776	1879	Current
tri_1249	STAT5A	LCN2	6776	3934	Current
tri_1251	STAT5A	MEF2C	6776	4208	Current
tri_1252	STAT5B	LCN2	6777	3934	Current
tri_1254	STAT5B	MEF2C	6777	4208	Current
tri_1255	STAT6	BATF	6778	10538	Current
tri_1258	TAL1	Gypa	6886	14934	Current
tri_1259	TAL1	GYPA	6886	2993	Current
tri_1261	TAL1	MEF2C	6886	4208	Current
tri_1256	TAL1	PTPRU	6886	10076	Current
tri_1264	TAL1	RPS3A	6886	6189	Current
tri_0035	TBR1	FEZF2	10716	55079	Current
tri_1323	TCF12	LEFTY1	6938	10637	Current
tri_1278	TCF3	Igh	6929	111507	Current
tri_1277	TCF3	LEFTY1	6929	10637	Current
tri_1283	TCF3	POU2F2	6929	5452	Current
tri_1285	TCF3	RAG2	6929	5897	Current
tri_1271	TCF4	BMP7	6925	655	Current
tri_1266	TCF4	CDKN1A	6925	1026	Current
tri_1267	TCF4	DCT	6925	1638	Current
tri_1270	TCF4	LEF1	6925	51176	Current
tri_1272	TCF4	TYR	6925	7299	Current
tri_1273	TCF4	TYRP1	6925	7306	Current
tri_1395	TCF7L1	MYCN	83439	4613	Current
tri_1396	TCF7L1	NEUROG1	83439	4762	Current
tri_1394	TCF7L1	NR5A2	83439	2494	Current
tri_1397	TCF7L1	ZIC5	83439	85416	Current
tri_1299	TCF7L2	AKT2	6934	208	Current
tri_1320	TCF7L2	AXIN2	6934	8313	Current
tri_1300	TCF7L2	BACE1	6934	23621	Current
tri_1310	TCF7L2	BCL2L2	6934	599	Current
tri_1296	TCF7L2	CCN2	6934	1490	Current
tri_1309	TCF7L2	CCND1	6934	595	Current
tri_1292	TCF7L2	CDX2	6934	1045	Current
tri_1293	TCF7L2	COPS5	6934	10987	Current
tri_1312	TCF7L2	CXCL12	6934	6387	Current
tri_1297	TCF7L2	E2F1	6934	1869	Current
tri_1298	TCF7L2	EDN1	6934	1906	Current
tri_1301	TCF7L2	HMGA1	6934	3159	Current
tri_1294	TCF7L2	KIF12	6934	113220	Current
tri_1308	TCF7L2	KIF15	6934	56992	Current
tri_1313	TCF7L2	NCAPG	6934	64151	Current
tri_1295	TCF7L2	NOTUM	6934	147111	Current
tri_1306	TCF7L2	PLD1	6934	5337	Current
tri_1311	TCF7L2	SCN5A	6934	6331	Current
tri_1314	TCF7L2	SOX5	6934	6660	Current
tri_1315	TCF7L2	SPP1	6934	6696	Current
tri_1322	TCF7L2	SQSTM1	6934	8878	Current
tri_1317	TCF7L2	TCF7	6934	6932	Current
tri_1318	TCF7L2	ZEB1	6934	6935	Current
tri_1333	TGFB1	RUNX2	7040	860	Current
tri_1347	TLE4	CDKN1B	7091	1027	Current
tri_0530	TLX2	RET	3196	5979	Current
tri_1453	TP63	PERP	8626	64065	Current
tri_1452	TP63	Pmaip1	8626	58801	Current
tri_1354	TWIST1	TCF3	7291	6929	Current
tri_0567	UNCX	NEUROG2	340260	63973	Current
tri_1355	USF1	G6PC2	7391	57818	Current
tri_1457	WNT3A	LEF1	89780	51176	Current
tri_0365	WWTR1	SOX5	25937	6660	Current
tri_0364	WWTR1	SOX6	25937	55553	Current
tri_0366	WWTR1	SOX9	25937	6662	Current
tri_0020	YAP1	SOX5	10413	6660	Current
tri_0019	YAP1	SOX6	10413	55553	Current
tri_0021	YAP1	SOX9	10413	6662	Current
tri_1361	YY1	DMD	7528	1756	Current
tri_1382	YY1	KIF14	7528	9928	Current
tri_1369	YY1	KISS1	7528	3814	Current
tri_1384	YY1	NR1H4	7528	9971	Current
tri_1373	YY1	PLP1	7528	5354	Current
tri_1374	YY1	PTGS2	7528	5743	Current
tri_1381	YY1	PTTG1	7528	9232	Current
tri_1376	YY1	REST	7528	5978	Current
tri_1375	YY1	SLAMF7	7528	57823	Current
tri_1383	YY1	SLC23A2	7528	9962	Current
tri_1366	YY1	SLC25A4	7528	291	Current
tri_1378	YY1	SNAI1	7528	6615	Current
tri_1368	YY1	SOX2-OT	7528	347689	Current
tri_1380	YY1	UBC	7528	7316	Current
tri_1367	YY1	UBIAD1	7528	29914	Current
tri_0026	ZBTB18	NEUROG2	10472	63973	Current
tri_0024	ZBTB18	RELN	10472	5649	Current
tri_0025	ZBTB18	ROBO1	10472	6091	Current
tri_0027	ZBTB18	SLIT3	10472	6586	Current
tri_1034	ZMIZ1	RHOA	57178	387	Current
tri_0321	FOXO1	TGFB1	2308	7040	Current, CytReg
tri_0370	GATA1	IL13	2623	3596	Current, CytReg
tri_0381	GATA2	IL13	2624	3596	Current, CytReg
tri_0638	MEF2A	IL10	4205	3586	Current, CytReg
tri_1438	RUNX1	PF4V1	861	5197	Current, CytReg
tri_1377	YY1	CCL4	7528	6351	Current, CytReg
tri_0057	CREB1	IFNG	1385	3458	Current, CytReg, HTRIdb_LC, InnateDB, TRRUST
tri_0204	E2F1	TNFSF11	1869	8600	Current, CytReg, HTRIdb_LC, TFactS, TRRUST
tri_0255	AHR	CCL1	196	6346	Current, CytReg, InnateDB
tri_0238	AHR	CXCL13	196	10563	Current, CytReg, InnateDB
tri_0249	AHR	CXCL8	196	3576	Current, CytReg, InnateDB
tri_0239	AHR	TNFSF13B	196	10673	Current, CytReg, InnateDB
tri_0585	JUN	IL13	3725	3596	Current, CytReg, InnateDB
tri_0623	MAF	IL10	4094	3586	Current, CytReg, InnateDB
tri_0232	EGR1	TNF	1958	7124	Current, CytReg, InnateDB, TFactS, TRRUST
tri_0580	IRF4	IL4	3662	3565	Current, CytReg, InnateDB, TRRUST
tri_0622	MAF	IL4	4094	3565	Current, CytReg, InnateDB, TRRUST
tri_0911	PBX1	IL10	5087	3586	Current, CytReg, TFe
tri_0891	PAX6	TGFB2	5080	7042	Current, CytReg, TFe, TRRUST
tri_0248	AHR	IL6	196	3569	Current, CytReg, TRRUST
tri_0319	FOXO1	CCL20	2308	6364	Current, CytReg, TRRUST
tri_0942	LEF1	IL4	51176	3565	Current, CytReg, TRRUST
tri_0782	NFE2L2	IL10	4780	3586	Current, CytReg, TRRUST
tri_1423	RUNX1	IFNG	861	3458	Current, CytReg, TRRUST
tri_1426	RUNX1	IL2	861	3558	Current, CytReg, TRRUST
tri_0684	ASCL1	EFNA5	429	1946	Current, ENdb
tri_0491	FOXA1	NEUROG2	3169	63973	Current, ENdb
tri_0514	FOXA2	NEUROG2	3170	63973	Current, ENdb
tri_0814	OTX2	NEUROG2	5015	63973	Current, ENdb
tri_1060	RNF2	MEIS2	6045	4212	Current, ENdb
tri_1026	SOX6	RUNX2	55553	860	Current, ENdb
tri_0038	SP7	RUNX2	121340	860	Current, ENdb
tri_1275	HNF1A	CFTR	6927	1080	Current, ENdb, InnateDB
tri_0022	CDX2	CFTR	1045	1080	Current, ENdb, InnateDB, TRRUST
tri_0829	PAX5	CD19	5079	930	Current, ENdb, InnateDB, TRRUST
tri_0506	FOXA2	PDX1	3170	3651	Current, ENdb, TFactS, TFe, TRRUST
tri_1463	KLF4	NANOG	9314	79923	Current, ENdb, TFactS, TFe, TRRUST
tri_1015	POU5F1	SOX2	5460	6657	Current, ENdb, TFactS, TFe, TRRUST
tri_1142	SOX2	NANOG	6657	79923	Current, ENdb, TFactS, TFe, TRRUST
tri_1137	SOX2	SOX2	6657	6657	Current, ENdb, TFactS, TFe, TRRUST
tri_0174	DLX5	RUNX2	1749	860	Current, ENdb, TFactS, TRRUST
tri_1109	SOX2	LEFTY1	6657	10637	Current, ENdb, TFe, TRRUST
tri_1151	SOX9	COL2A1	6662	1280	Current, ENdb, TFe, TRRUST
tri_0698	ASCL1	DLL4	429	54567	Current, ENdb, TRRUST
tri_0116	CTNNB1	RUNX2	1499	860	Current, ENdb, TRRUST
tri_0210	EGR1	HPSE	1958	10855	Current, ENdb, TRRUST
tri_0040	FOXN4	DLL4	121643	54567	Current, ENdb, TRRUST
tri_0392	GATA4	FGF10	2626	2255	Current, ENdb, TRRUST
tri_0582	ISL1	FGF10	3670	2255	Current, ENdb, TRRUST
tri_0670	MEF2C	RUNX2	4208	860	Current, ENdb, TRRUST
tri_0708	MSX2	RUNX2	4488	860	Current, ENdb, TRRUST
tri_0820	PAX5	CSF1R	5079	1436	Current, ENdb, TRRUST
tri_0992	POU5F1	LEFTY1	5460	10637	Current, ENdb, TRRUST
tri_1414	RUNX1	CEBPA	861	1050	Current, ENdb, TRRUST
tri_1443	RUNX1	SPI1	861	6688	Current, ENdb, TRRUST
tri_0613	SMAD1	RUNX2	4086	860	Current, ENdb, TRRUST
tri_0290	Sry	SOX9	21674	6662	Current, ENdb, TRRUST
tri_1281	TCF3	Igk	6929	243469	Current, ENdb, TRRUST
tri_1291	TCF7	RUNX2	6932	860	Current, ENdb, TRRUST
tri_1360	YY1	NKX2-5	7528	1482	Current, ENdb, TRRUST
tri_0052	CREB1	HCRTR2	1385	3062	Current, HTRIdb_LC
tri_0380	GATA2	HCRTR2	2624	3062	Current, HTRIdb_LC
tri_0386	GATA2	RNASE2	2624	6036	Current, HTRIdb_LC
tri_0449	GLI3	TNFRSF10A	2737	8797	Current, HTRIdb_LC
tri_0713	MYC	PAICS	4609	10606	Current, HTRIdb_LC
tri_0985	POU2F1	HCRTR2	5451	3062	Current, HTRIdb_LC
tri_1220	STAT3	CTNNB1	6774	1499	Current, HTRIdb_LC
tri_1305	TCF7L2	PLAUR	6934	5329	Current, HTRIdb_LC
tri_1303	TCF7L2	MYC	6934	4609	Current, HTRIdb_LC, InnateDB
tri_0200	E2F1	BRCA1	1869	672	Current, HTRIdb_LC, InnateDB, TFactS, TRRUST
tri_0735	MYC	TERT	4609	7015	Current, HTRIdb_LC, InnateDB, TFactS, TRRUST
tri_1195	SRF	EGR1	6722	1958	Current, HTRIdb_LC, InnateDB, TFe, TRRUST
tri_0240	AHR	CYP1A1	196	1543	Current, HTRIdb_LC, InnateDB, TRRUST
tri_0756	ATF4	ASNS	468	440	Current, HTRIdb_LC, InnateDB, TRRUST
tri_0219	EGR1	HIF1A	1958	3091	Current, HTRIdb_LC, InnateDB, TRRUST
tri_0278	ESR1	MYC	2099	4609	Current, HTRIdb_LC, InnateDB, TRRUST
tri_1106	SNAI1	CDH1	6615	999	Current, HTRIdb_LC, InnateDB, TRRUST
tri_0384	GATA2	MYC	2624	4609	Current, HTRIdb_LC, ORegAnno_LC
tri_0155	CUX1	KIF23	1523	9493	Current, HTRIdb_LC, TFactS
tri_0207	E2F1	KIF23	1869	9493	Current, HTRIdb_LC, TFactS
tri_0725	MYC	NME1	4609	4830	Current, HTRIdb_LC, TFactS
tri_0729	MYC	PPAT	4609	5471	Current, HTRIdb_LC, TFactS
tri_0712	MYC	CDK4	4609	1019	Current, HTRIdb_LC, TFactS, TFe, TRRUST
tri_0130	CUX1	ECT2	1523	1894	Current, HTRIdb_LC, TFactS, TRRUST
tri_0133	CUX1	RACGAP1	1523	29127	Current, HTRIdb_LC, TFactS, TRRUST
tri_0185	E2F1	APAF1	1869	317	Current, HTRIdb_LC, TFactS, TRRUST
tri_0179	E2F1	ECT2	1869	1894	Current, HTRIdb_LC, TFactS, TRRUST
tri_0180	E2F1	FGFR1	1869	2260	Current, HTRIdb_LC, TFactS, TRRUST
tri_0189	E2F1	MAP3K5	1869	4217	Current, HTRIdb_LC, TFactS, TRRUST
tri_0182	E2F1	RACGAP1	1869	29127	Current, HTRIdb_LC, TFactS, TRRUST
tri_1183	SP1	OPRM1	6667	4988	Current, HTRIdb_LC, TFactS, TRRUST
tri_0241	AHR	CYP1A2	196	1544	Current, HTRIdb_LC, TRRUST
tri_0242	AHR	CYP1B1	196	1545	Current, HTRIdb_LC, TRRUST
tri_0253	AHR	UGT1A6	196	54578	Current, HTRIdb_LC, TRRUST
tri_0697	ASCL1	PCSK6	429	5046	Current, HTRIdb_LC, TRRUST
tri_0067	CREB1	BCL2	1385	596	Current, HTRIdb_LC, TRRUST
tri_0159	DDIT3	ASNS	1649	440	Current, HTRIdb_LC, TRRUST
tri_0217	EGR1	F3	1958	2152	Current, HTRIdb_LC, TRRUST
tri_0233	EGR1	VEGFA	1958	7422	Current, HTRIdb_LC, TRRUST
tri_0265	ELK1	MCL1	2002	4170	Current, HTRIdb_LC, TRRUST
tri_0372	GATA1	WT1	2623	7490	Current, HTRIdb_LC, TRRUST
tri_0389	GATA2	WT1	2624	7490	Current, HTRIdb_LC, TRRUST
tri_0555	HES1	ASCL1	3280	429	Current, HTRIdb_LC, TRRUST
tri_0627	MAF	ITGB7	4094	3695	Current, HTRIdb_LC, TRRUST
tri_0732	MYC	CCND1	4609	595	Current, HTRIdb_LC, TRRUST
tri_1337	NKX2-1	SFTPB	7080	6439	Current, HTRIdb_LC, TRRUST
tri_0358	NR5A1	MC2R	2516	4158	Current, HTRIdb_LC, TRRUST
tri_1406	RUNX2	IBSP	860	3381	Current, HTRIdb_LC, TRRUST
tri_1182	SP1	KIT	6667	3815	Current, HTRIdb_LC, TRRUST
tri_1204	SRF	ACTA2	6722	59	Current, HTRIdb_LC, TRRUST
tri_0250	AHR	IRF3	196	3661	Current, InnateDB
tri_0034	BATF	MAF	10538	4094	Current, InnateDB
tri_0053	CREB1	HSPA1A	1385	3303	Current, InnateDB
tri_0054	CREB1	HSPA1B	1385	3304	Current, InnateDB
tri_1499	DMTF1	THBS1	9988	7057	Current, InnateDB
tri_0235	EGR1	PER2	1958	8864	Current, InnateDB
tri_0316	FOXO1	RETN	2308	56729	Current, InnateDB
tri_0369	GATA1	MS4A2	2623	2206	Current, InnateDB
tri_0424	GLI2	XIAP	2736	331	Current, InnateDB
tri_0487	HIF1A	VTCN1	3091	79679	Current, InnateDB
tri_0774	NFATC3	CR2	4775	1380	Current, InnateDB
tri_0775	NFATC3	FCER2	4775	2208	Current, InnateDB
tri_0785	NFKB1	HSPA1A	4790	3303	Current, InnateDB
tri_0786	NFKB1	HSPA1B	4790	3304	Current, InnateDB
tri_0791	NFKB2	CR2	4791	1380	Current, InnateDB
tri_0792	NFKB2	FCER2	4791	2208	Current, InnateDB
tri_0793	NFYA	HSPA1A	4800	3303	Current, InnateDB
tri_0794	NFYA	HSPA1B	4800	3304	Current, InnateDB
tri_0796	NFYB	HSPA1A	4801	3303	Current, InnateDB
tri_0798	NFYC	HSPA1A	4802	3303	Current, InnateDB
tri_0819	PAX5	CR2	5079	1380	Current, InnateDB
tri_0896	PBX1	CFTR	5087	1080	Current, InnateDB
tri_0983	POU2F1	CR2	5451	1380	Current, InnateDB
tri_1039	RELA	HSPA1A	5970	3303	Current, InnateDB
tri_1040	RELA	HSPA1B	5970	3304	Current, InnateDB
tri_0614	SMAD2	CDH1	4087	999	Current, InnateDB
tri_1145	SOX2	TP63	6657	8626	Current, InnateDB
tri_1210	STAT1	AGT	6772	183	Current, InnateDB
tri_1234	STAT3	MICB	6774	4277	Current, InnateDB
tri_1250	STAT5A	MAF	6776	4094	Current, InnateDB
tri_1253	STAT5B	MAF	6777	4094	Current, InnateDB
tri_1260	TAL1	LMO2	6886	4005	Current, InnateDB
tri_1262	TAL1	NFE2	6886	4778	Current, InnateDB
tri_1279	TCF3	FCER2	6929	2208	Current, InnateDB
tri_1274	TCF4	CD36	6925	948	Current, InnateDB
tri_1268	TCF4	IL2RA	6925	3559	Current, InnateDB
tri_1302	TCF7L2	JUN	6934	3725	Current, InnateDB
tri_1359	YY1	CR2	7528	1380	Current, InnateDB
tri_0368	GATA1	FCER1A	2623	2205	Current, InnateDB, ORegAnno_LC, TRRUST
tri_1356	YY1	CFTR	7528	1080	Current, InnateDB, ORegAnno_LC, TRRUST
tri_0570	RBPJ	FCER2	3516	2208	Current, InnateDB, TFactS
tri_0106	CTNNB1	CCND1	1499	595	Current, InnateDB, TFactS, TRRUST
tri_0199	E2F1	SKP2	1869	6502	Current, InnateDB, TFactS, TRRUST
tri_0201	E2F1	THBS1	1869	7057	Current, InnateDB, TFactS, TRRUST
tri_0215	EGR1	EP300	1958	2033	Current, InnateDB, TFactS, TRRUST
tri_0222	EGR1	LHB	1958	3972	Current, InnateDB, TFactS, TRRUST
tri_0327	FOXO1	ADIPOQ	2308	9370	Current, InnateDB, TFactS, TRRUST
tri_0414	GLI1	BCL2	2735	596	Current, InnateDB, TFactS, TRRUST
tri_0428	GLI2	PTCH1	2736	5727	Current, InnateDB, TFactS, TRRUST
tri_0436	GLI3	GLI1	2737	2735	Current, InnateDB, TFactS, TRRUST
tri_0787	NFKB1	IRF1	4790	3659	Current, InnateDB, TFactS, TRRUST
tri_0571	RBPJ	HES1	3516	3280	Current, InnateDB, TFactS, TRRUST
tri_1247	STAT3	SOCS3	6774	9021	Current, InnateDB, TFactS, TRRUST
tri_0049	CREB1	FOS	1385	2353	Current, InnateDB, TFe, TRRUST
tri_0486	HIF1A	CXCR4	3091	7852	Current, InnateDB, TFe, TRRUST
tri_0463	HIF1A	EPO	3091	2056	Current, InnateDB, TFe, TRRUST
tri_0586	JUN	MMP13	3725	4322	Current, InnateDB, TFe, TRRUST
tri_0709	MYB	RAG2	4602	5897	Current, InnateDB, TFe, TRRUST
tri_0780	NFE2L2	NQO1	4780	1728	Current, InnateDB, TFe, TRRUST
tri_0826	PAX5	RAG2	5079	5897	Current, InnateDB, TFe, TRRUST
tri_1022	PPARG	CD36	5468	948	Current, InnateDB, TFe, TRRUST
tri_1212	STAT1	NOS2	6772	4843	Current, InnateDB, TFe, TRRUST
tri_0094	CTNNB1	MYC	1499	4609	Current, InnateDB, TRRUST
tri_0113	CTNNB1	VEGFA	1499	7422	Current, InnateDB, TRRUST
tri_1498	DMTF1	AREG	9988	374	Current, InnateDB, TRRUST
tri_1496	DMTF1	EGR1	9988	1958	Current, InnateDB, TRRUST
tri_1497	DMTF1	JUNB	9988	3726	Current, InnateDB, TRRUST
tri_0227	EGR1	BAX	1958	581	Current, InnateDB, TRRUST
tri_0211	EGR1	CREBBP	1958	1387	Current, InnateDB, TRRUST
tri_0234	EGR1	SOCS1	1958	8651	Current, InnateDB, TRRUST
tri_0225	EGR1	SOX18	1958	54345	Current, InnateDB, TRRUST
tri_0230	EGR1	TGFBR2	1958	7048	Current, InnateDB, TRRUST
tri_0377	GATA2	FCER1A	2624	2205	Current, InnateDB, TRRUST
tri_0378	GATA2	MS4A2	2624	2206	Current, InnateDB, TRRUST
tri_0538	HES1	CDKN1C	3280	1028	Current, InnateDB, TRRUST
tri_0462	HIF1A	ACE	3091	1636	Current, InnateDB, TRRUST
tri_0563	HSF1	HSPA1A	3297	3303	Current, InnateDB, TRRUST
tri_0564	HSF1	HSPA1B	3297	3304	Current, InnateDB, TRRUST
tri_1464	KLF4	CDH1	9314	999	Current, InnateDB, TRRUST
tri_1461	KLF4	CDKN2B	9314	1030	Current, InnateDB, TRRUST
tri_0964	LEF1	CDH1	51176	999	Current, InnateDB, TRRUST
tri_0954	LEF1	RAG2	51176	5897	Current, InnateDB, TRRUST
tri_0779	NFE2L2	CFTR	4780	1080	Current, InnateDB, TRRUST
tri_0788	NFKB1	NOS2	4790	4843	Current, InnateDB, TRRUST
tri_0822	PAX5	FCER2	5079	2208	Current, InnateDB, TRRUST
tri_0928	PBX1	CDH1	5087	999	Current, InnateDB, TRRUST
tri_0895	PBX1	CDKN2B	5087	1030	Current, InnateDB, TRRUST
tri_1042	RELA	PTGS2	5970	5743	Current, InnateDB, TRRUST
tri_1050	REST	BSX	5978	390259	Current, InnateDB, TRRUST
tri_1409	RUNX2	FGF18	860	8817	Current, InnateDB, TRRUST
tri_0616	SMAD4	CDH1	4089	999	Current, InnateDB, TRRUST
tri_1101	SNAI2	CDH1	6591	999	Current, InnateDB, TRRUST
tri_1190	SPI1	FCER1A	6688	2205	Current, InnateDB, TRRUST
tri_1213	STAT1	SOCS1	6772	8651	Current, InnateDB, TRRUST
tri_1216	STAT3	MICA	6774	100507436	Current, InnateDB, TRRUST
tri_1236	STAT3	ROR1	6774	4919	Current, InnateDB, TRRUST
tri_1244	STAT3	TP53	6774	7157	Current, InnateDB, TRRUST
tri_0196	E2F1	RB1	1869	5925	Current, ORegAnno_LC, TFactS, TRRUST
