record_id	node	label	n_experiment
exp_3320	UBERON_0001893	telencephalon	97
exp_0760	UBERON_0001893	telencephalon	97
exp_0763	UBERON_0001893	telencephalon	97
exp_3743	UBERON_0001893	telencephalon	97
exp_3681	UBERON_0001893	telencephalon	97
exp_3683	UBERON_0001893	telencephalon	97
exp_0845	UBERON_0001893	telencephalon	97
exp_0847	UBERON_0001893	telencephalon	97
exp_3434	UBERON_0001893	telencephalon	97
exp_3310	UBERON_0001893	telencephalon	97
exp_1179	UBERON_0001893	telencephalon	97
exp_1180	UBERON_0001893	telencephalon	97
exp_3321	UBERON_0001893	telencephalon	97
exp_3322	UBERON_0001893	telencephalon	97
exp_3323	UBERON_0001893	telencephalon	97
exp_3887	UBERON_0001893	telencephalon	97
exp_3889	UBERON_0001893	telencephalon	97
exp_3655	UBERON_0001893	telencephalon	97
exp_3656	UBERON_0001893	telencephalon	97
exp_3460	UBERON_0001893	telencephalon	97
exp_3461	UBERON_0001893	telencephalon	97
exp_3468	UBERON_0001893	telencephalon	97
exp_3474	UBERON_0001893	telencephalon	97
exp_0767	UBERON_0001893	telencephalon	97
exp_3530	UBERON_0001893	telencephalon	97
exp_3533	UBERON_0001893	telencephalon	97
exp_3528	UBERON_0001893	telencephalon	97
exp_3529	UBERON_0001893	telencephalon	97
exp_3531	UBERON_0001893	telencephalon	97
exp_3532	UBERON_0001893	telencephalon	97
exp_0963	UBERON_0001893	telencephalon	97
exp_0964	UBERON_0001893	telencephalon	97
exp_3694	UBERON_0001893	telencephalon	97
exp_3692	UBERON_0001893	telencephalon	97
exp_3693	UBERON_0001893	telencephalon	97
exp_1926	UBERON_0001893	telencephalon	97
exp_1927	UBERON_0001893	telencephalon	97
exp_3872	UBERON_0001893	telencephalon	97
exp_1169	UBERON_0001893	telencephalon	97
exp_1171	UBERON_0001893	telencephalon	97
exp_3303	UBERON_0001893	telencephalon	97
exp_3300	UBERON_0001893	telencephalon	97
exp_3305	UBERON_0001893	telencephalon	97
exp_3302	UBERON_0001893	telencephalon	97
exp_3301	UBERON_0001893	telencephalon	97
exp_3929	UBERON_0001893	telencephalon	97
exp_3927	UBERON_0001893	telencephalon	97
exp_3585	UBERON_0001893	telencephalon	97
exp_3586	UBERON_0001893	telencephalon	97
exp_3587	UBERON_0001893	telencephalon	97
exp_3928	UBERON_0001893	telencephalon	97
exp_3689	UBERON_0001893	telencephalon	97
exp_3925	UBERON_0001893	telencephalon	97
exp_3926	UBERON_0001893	telencephalon	97
exp_3921	UBERON_0001893	telencephalon	97
exp_3922	UBERON_0001893	telencephalon	97
exp_3923	UBERON_0001893	telencephalon	97
exp_3924	UBERON_0001893	telencephalon	97
exp_3471	UBERON_0001893	telencephalon	97
exp_3472	UBERON_0001893	telencephalon	97
exp_3841	UBERON_0001893	telencephalon	97
exp_3843	UBERON_0001893	telencephalon	97
exp_0937	UBERON_0001893	telencephalon	97
exp_0939	UBERON_0001893	telencephalon	97
exp_3522	UBERON_0001893	telencephalon	97
exp_3475	UBERON_0001893	telencephalon	97
exp_0764	UBERON_0001893	telencephalon	97
exp_3436	UBERON_0001893	telencephalon	97
exp_3052	UBERON_0000153	anterior region of body	114
exp_3053	UBERON_0000153	anterior region of body	114
exp_3048	UBERON_0000153	anterior region of body	114
exp_3049	UBERON_0000153	anterior region of body	114
exp_3774	UBERON_0000153	anterior region of body	114
exp_3046	UBERON_0000153	anterior region of body	114
exp_3047	UBERON_0000153	anterior region of body	114
exp_3783	UBERON_0000153	anterior region of body	114
exp_3784	UBERON_0000153	anterior region of body	114
exp_2474	UBERON_0000153	anterior region of body	114
exp_2742	UBERON_0000153	anterior region of body	114
exp_3399	UBERON_0000153	anterior region of body	114
exp_3401	UBERON_0000153	anterior region of body	114
exp_3402	UBERON_0000153	anterior region of body	114
exp_3050	UBERON_0000153	anterior region of body	114
exp_3051	UBERON_0000153	anterior region of body	114
exp_3044	UBERON_0000153	anterior region of body	114
exp_3045	UBERON_0000153	anterior region of body	114
exp_1175	UBERON_0000153	anterior region of body	114
exp_0987	UBERON_0000153	anterior region of body	114
exp_0989	UBERON_0000153	anterior region of body	114
exp_0988	UBERON_0000153	anterior region of body	114
exp_1026	UBERON_0000153	anterior region of body	114
exp_1173	UBERON_0000153	anterior region of body	114
exp_2829	UBERON_0000153	anterior region of body	114
exp_3695	UBERON_0000153	anterior region of body	114
exp_1392	UBERON_0000153	anterior region of body	114
exp_2870	UBERON_0000153	anterior region of body	114
exp_2872	UBERON_0000153	anterior region of body	114
